,c1,c2,c3,c4,c5
51373,"60,28,61","0,255,0",,,
51374,"198,45,29","51,131,25",,,
51375,"0,227,255","218,88,2",,,
51376,"210,224,242","254,214,154",,,
51377,"223,118,132","102,191,102",,,
51378,"163,110,129","198,134,66",,,
51379,"1,31,75","176,197,124",,,
51380,"116,29,13","165,165,165",,,
51381,"218,157,76","17,33,57",,,
51382,"231,168,168","19,111,53",,,
51383,"16,186,0","63,63,63",,,
51384,"208,106,204","248,255,253",,,
51385,"147,204,47","107,38,131",,,
51386,"110,249,224","255,252,243",,,
51387,"240,218,148","85,130,167",,,
51388,"124,214,78","255,171,0",,,
51389,"19,17,17","219,16,32",,,
51390,"40,39,49","140,163,76",,,
51391,"53,46,69","212,181,85",,,
51392,"26,28,24","255,252,252",,,
51393,"200,201,172","41,169,62",,,
51394,"227,206,119","240,134,209",,,
51395,"62,59,52","242,235,80",,,
51396,"194,231,206","185,197,138",,,
51397,"128,156,149","110,109,124",,,
51398,"169,156,113","254,235,117",,,
51399,"203,165,206","108,75,166",,,
51400,"147,223,202","29,50,81",,,
51401,"44,207,255","163,219,111",,,
51402,"122,89,129","0,15,255",,,
51403,"254,255,192","138,177,129",,,
51404,"0,0,0","109,178,226",,,
51405,"0,0,0","123,36,36",,,
51406,"0,0,0","255,193,7",,,
51407,"0,0,0","233,30,99",,,
51408,"227,215,255","189,191,101",,,
51409,"81,79,70","188,191,99",,,
51410,"255,226,136","163,166,86",,,
51411,"255,148,14","242,237,213",,,
51412,"103,22,71","217,119,119",,,
51413,"255,250,250","242,212,194",,,
51414,"149,150,212","217,193,71",,,
51415,"157,176,162","242,68,4",,,
51416,"208,86,86","253,252,241",,,
51417,"249,241,66","89,178,191",,,
51418,"41,30,43","186,124,90",,,
51419,"169,125,255","183,13,14",,,
51420,"255,132,244","0,135,235",,,
51421,"255,207,234","0,86,130",,,
51422,"213,216,255","154,224,255",,,
51423,"100,110,255","186,39,39",,,
51424,"32,13,13","166,194,173",,,
51425,"41,149,173","151,195,186",,,
51426,"170,56,30","224,178,109",,,
51427,"227,39,12","240,196,113",,,
51428,"212,118,34","198,190,185",,,
51429,"191,204,255","169,190,174",,,
51430,"0,6,173","105,195,228",,,
51431,"0,12,222","213,168,118",,,
51432,"236,236,236","248,199,174",,,
51433,"188,185,188","63,126,185",,,
51434,"182,168,181","245,204,208",,,
51435,"163,186,163","252,216,127",,,
51436,"175,189,34","158,165,78",,,
51437,"227,27,35","219,72,72",,,
51438,"255,210,0","206,224,195",,,
51439,"93,135,161","247,183,160",,,
51440,"0,12,222","226,231,196",,,
51441,"172,16,8","253,212,225",,,
51442,"139,34,1","68,62,219",,,
51443,"133,16,1","216,229,213",,,
51444,"204,12,1","236,175,43",,,
51445,"253,103,103","207,203,196",,,
51446,"195,68,64","145,77,114",,,
51447,"53,1,2","229,118,153",,,
51448,"0,0,0","56,21,239",,,
51449,"0,176,255","0,137,97",,,
51450,"68,41,6","90,0,22",,,
51451,"50,0,1","53,111,53",,,
51452,"219,1,1","207,232,203",,,
51453,"247,27,1","243,202,210",,,
51454,"144,1,1","255,201,13",,,
51455,"51,8,8","255,201,13",,,
51456,"222,237,240","186,108,90",,,
51457,"76,7,0","168,121,50",,,
51458,"48,8,0","143,94,153",,,
51459,"95,244,139","219,219,219",,,
51460,"42,12,12","179,196,204",,,
51461,"251,80,54","160,243,252",,,
51462,"173,0,0","219,172,84",,,
51463,"54,0,1","211,240,242",,,
51464,"192,4,1","162,19,223",,,
51465,"99,99,92","204,163,163",,,
51466,"0,15,0","0,15,255",,,
51467,"194,255,198","221,105,41",,,
51468,"198,255,117","134,29,29",,,
51469,"139,121,167","22,160,133",,,
51470,"255,232,136","192,166,136",,,
51471,"208,62,62","254,236,206",,,
51472,"254,255,230","13,18,84",,,
51473,"244,255,155","128,226,255",,,
51474,"78,99,90","237,140,255",,,
51475,"255,123,123","247,255,205",,,
51476,"165,23,37","255,252,252",,,
51477,"21,9,15","254,252,255",,,
51478,"104,137,103","88,62,29",,,
51479,"87,98,114","120,64,33",,,
51480,"71,59,59","94,143,155",,,
51481,"236,74,74","156,107,152",,,
51482,"35,30,36","238,196,131",,,
51483,"225,126,181","167,204,102",,,
51484,"34,19,43","12,26,76",,,
51485,"234,230,219","253,201,68",,,
51486,"89,148,132","90,92,251",,,
51487,"148,89,89","234,247,255",,,
51488,"218,219,218","159,78,229",,,
51489,"168,5,131","109,197,251",,,
51490,"181,194,255","169,189,162",,,
51491,"255,227,111","65,111,111",,,
51492,"0,15,255","95,95,95",,,
51493,"145,179,188","139,69,19",,,
51494,"218,233,228","129,188,6",,,
51495,"203,197,193","255,201,13",,,
51496,"208,211,197","6,156,50",,,
51497,"209,211,207","15,34,15",,,
51498,"196,212,224","255,204,113",,,
51499,"250,213,166","246,185,173",,,
51500,"123,212,204","245,125,98",,,
51501,"75,188,244","81,75,75",,,
51502,"244,231,215","0,129,255",,,
51503,"221,226,227","208,174,236",,,
51504,"248,243,230","57,92,85",,,
51505,"56,17,16","187,163,137",,,
51506,"168,3,3","242,243,244",,,
51507,"175,65,59","0,100,0",,,
51508,"246,68,1","85,40,178",,,
51509,"110,179,227","0,255,0",,,
51510,"227,255,251","169,191,124",,,
51511,"128,5,5","0,3,144",,,
51512,"158,14,64","0,121,192",,,
51513,"209,17,65","70,165,70",,,
51514,"0,214,204","243,243,243",,,
51515,"221,2,157","247,212,224",,,
51516,"150,0,255","223,206,242",,,
51517,"49,0,255","145,145,149",,,
51518,"0,131,255","0,100,0",,,
51519,"0,255,109","147,152,161",,,
51520,"0,182,53","16,171,16",,,
51521,"98,195,0","162,0,255",,,
51522,"146,163,0","255,0,214",,,
51523,"188,99,0","168,70,0",,,
51524,"0,12,0","133,137,255",,,
51525,"253,0,0","229,149,113",,,
51526,"40,109,124","65,66,65",,,
51527,"170,29,32","212,127,123",,,
51528,"0,0,0","79,131,255",,,
51529,"115,98,61","39,45,112",,,
51530,"0,15,255","94,92,255",,,
51531,"0,15,255","24,22,146",,,
51532,"0,15,255","216,0,104",,,
51533,"0,15,255","104,80,136",,,
51534,"0,15,255","36,122,48",,,
51535,"216,213,229","0,111,78",,,
51536,"221,140,159","48,45,44",,,
51537,"255,212,229","252,145,58",,,
51538,"67,196,239","0,9,0",,,
51539,"255,0,0","183,171,157",,,
51540,"226,136,128","45,156,228",,,
51541,"244,241,152","152,0,12",,,
51542,"219,83,106","240,133,26",,,
51543,"220,105,0","0,15,255",,,
51544,"255,0,0","163,35,105",,,
51545,"66,114,111","41,204,41",,,
51546,"10,167,229","0,255,0",,,
51547,"249,165,165","246,253,255",,,
51548,"198,177,144","225,113,89",,,
51549,"231,186,160","225,61,61",,,
51550,"242,173,159","154,97,212",,,
51551,"233,220,205","153,191,253",,,
51552,"244,232,193","203,203,203",,,
51553,"245,171,153","194,150,204",,,
51554,"237,250,253","104,112,152",,,
51555,"247,223,212","0,15,255",,,
51556,"197,210,219","47,118,47",,,
51557,"77,185,197","11,62,214",,,
51558,"171,169,191","0,154,218",,,
51559,"60,161,132","0,255,0",,,
51560,"184,170,186","255,228,196",,,
51561,"184,170,186","59,206,59",,,
51562,"184,170,186","210,204,116",,,
51563,"207,199,157","8,203,8",,,
51564,"38,36,43","46,250,151",,,
51565,"238,238,238","247,78,78",,,
51566,"250,247,241","202,178,135",,,
51567,"223,199,192","175,175,175",,,
51568,"205,205,205","76,60,60",,,
51569,"237,237,237","0,15,255",,,
51570,"0,8,136","242,222,222",,,
51571,"214,2,112","219,219,219",,,
51572,"214,2,112","192,152,83",,,
51573,"196,196,196","0,9,153",,,
51574,"255,0,77","0,6,102",,,
51575,"176,196,194","95,76,76",,,
51576,"251,226,226","249,132,39",,,
51577,"224,235,253","133,133,133",,,
51578,"129,129,129","79,84,86",,,
51579,"129,149,150","221,60,0",,,
51580,"117,122,163","0,255,0",,,
51581,"0,2,34","0,255,198",,,
51582,"135,164,191","77,88,22",,,
51583,"0,0,0","0,64,255",,,
51584,"213,232,238","166,75,0",,,
51585,"99,0,0","204,163,81",,,
51586,"214,195,213","142,212,208",,,
51587,"227,180,206","203,254,255",,,
51588,"255,110,110","0,255,0",,,
51589,"255,245,255","211,153,214",,,
51590,"233,251,255","0,255,0",,,
51591,"60,57,92","0,255,0",,,
51592,"242,154,40","0,255,0",,,
51593,"254,0,2","144,166,218",,,
51594,"58,86,79","112,147,2",,,
51595,"209,210,184","12,231,12",,,
51596,"233,199,199","73,219,151",,,
51597,"24,0,41","0,255,0",,,
51598,"255,214,58","110,100,108",,,
51599,"161,161,0","198,175,193",,,
51600,"191,87,0","0,0,119",,,
51601,"241,182,248","116,212,106",,,
51602,"255,180,0","133,68,66",,,
51603,"239,190,58","200,203,182",,,
51604,"74,201,37","140,101,145",,,
51605,"11,65,0","194,148,184",,,
51606,"106,1,5","169,186,212",,,
51607,"243,243,243","239,216,185",,,
51608,"156,53,54","190,134,73",,,
51609,"169,219,108","109,109,109",,,
51610,"249,57,108","218,242,130",,,
51611,"0,188,255","0,27,231",,,
51612,"189,152,153","90,95,67",,,
51613,"227,220,127","0,15,32",,,
51614,"255,231,137","0,6,102",,,
51615,"104,196,175","8,174,10",,,
51616,"68,104,125","52,166,249",,,
51617,"188,73,73","128,25,21",,,
51618,"0,15,17","30,60,23",,,
51619,"231,215,134","229,163,57",,,
51620,"106,0,106","159,149,148",,,
51621,"255,168,227","184,0,255",,,
51622,"244,232,139","56,122,135",,,
51623,"85,245,0","90,69,101",,,
51624,"249,218,174","37,107,110",,,
51625,"255,234,206","8,165,110",,,
51626,"244,232,139","240,255,0",,,
51627,"193,111,153","152,116,78",,,
51628,"148,80,68","173,141,84",,,
51629,"197,63,60","96,92,92",,,
51630,"244,108,108","0,255,0",,,
51631,"178,218,212","24,178,24",,,
51632,"255,115,115","4,171,4",,,
51633,"102,124,91","75,134,180",,,
51634,"0,23,143","25,144,25",,,
51635,"105,230,255","81,122,0",,,
51636,"237,76,87","4,44,98",,,
51637,"244,173,57","75,85,103",,,
51638,"242,179,164","58,58,85",,,
51639,"253,216,236","70,123,182",,,
51640,"43,36,42","56,65,103",,,
51641,"58,107,91","12,206,12",,,
51642,"17,28,39","1,189,1",,,
51643,"255,250,250","0,143,255",,,
51644,"255,233,233","132,9,57",,,
51645,"255,104,195","0,132,239",,,
51646,"230,230,230","211,212,31",,,
51647,"30,0,0","4,13,88",,,
51648,"25,47,54","146,243,221",,,
51649,"44,52,32","19,216,212",,,
51650,"25,25,25","156,42,138",,,
51651,"5,38,35","3,142,143",,,
51652,"5,38,35","0,255,0",,,
51653,"73,41,32","98,189,25",,,
51654,"152,86,66","104,182,104",,,
51655,"73,41,32","247,184,207",,,
51656,"45,45,45","136,129,138",,,
51657,"9,8,8","159,244,223",,,
51658,"156,115,242","129,165,148",,,
51659,"0,2,34","197,222,246",,,
51660,"42,119,165","196,225,157",,,
51661,"25,0,153","155,123,149",,,
51662,"249,235,235","95,171,95",,,
51663,"41,65,89","108,116,129",,,
51664,"37,131,149","226,130,116",,,
51665,"210,100,100","97,131,97",,,
51666,"138,105,246","145,150,147",,,
51667,"116,34,19","0,15,255",,,
51668,"227,33,33","46,1,77",,,
51669,"234,114,114","203,202,182",,,
51670,"247,27,47","0,255,0",,,
51671,"207,196,176","45,152,45",,,
51672,"133,0,0","254,255,165",,,
51673,"255,107,192","0,255,0",,,
51674,"191,189,124","255,158,0",,,
51675,"56,56,56","27,136,195",,,
51676,"255,167,210","65,109,65",,,
51677,"0,19,255","29,159,29",,,
51678,"139,149,199","44,92,145",,,
51679,"236,158,69","0,9,192",,,
51680,"135,2,2","50,173,173",,,
51681,"0,0,0","0,8,136",,,
51682,"50,106,218","0,0,102",,,
51683,"84,54,54","71,71,71",,,
51684,"242,75,0","0,5,85",,,
51685,"197,16,16","62,62,62",,,
51686,"255,236,0","81,81,81",,,
51687,"90,143,246","0,255,0",,,
51688,"227,222,50","188,255,49",,,
51689,"137,137,137","0,3,49",,,
51690,"181,246,183","33,55,168",,,
51691,"150,203,149","10,1,96",,,
51692,"127,26,2","97,156,192",,,
51693,"255,99,202","248,182,124",,,
51694,"117,49,29","250,215,213",,,
51695,"184,219,211","180,198,219",,,
51696,"230,72,8","104,34,139",,,
51697,"144,221,238","0,255,0",,,
51698,"224,59,2","128,97,54",,,
51699,"240,110,110","229,208,255",,,
51700,"25,15,12","201,242,201",,,
51701,"231,37,5","253,169,123",,,
51702,"35,24,22","255,219,50",,,
51703,"253,97,8","219,238,158",,,
51704,"232,208,25","227,231,234",,,
51705,"173,92,7","97,162,152",,,
51706,"7,86,83","22,191,191",,,
51707,"176,35,31","0,255,0",,,
51708,"151,64,42","126,105,109",,,
51709,"255,150,40","222,212,229",,,
51710,"175,57,8","0,255,0",,,
51711,"254,0,0","0,255,0",,,
51712,"5,54,23","0,255,0",,,
51713,"184,203,201","4,69,25",,,
51714,"15,77,60","148,67,12",,,
51715,"249,243,231","255,127,1",,,
51716,"53,188,173","255,167,20",,,
51717,"82,120,109","229,183,183",,,
51718,"0,0,0","246,56,4",,,
51719,"60,141,160","176,127,118",,,
51720,"223,184,182","78,42,178",,,
51721,"0,200,164","180,41,108",,,
51722,"0,3,63","90,195,182",,,
51723,"0,3,63","155,188,87",,,
51724,"227,225,211","200,210,0",,,
51725,"255,221,232","218,215,197",,,
51726,"148,123,108","240,128,128",,,
51727,"31,19,18","210,210,210",,,
51728,"161,159,152","224,205,167",,,
51729,"193,191,212","0,255,0",,,
51730,"129,115,110","244,249,240",,,
51731,"197,136,82","7,44,7",,,
51732,"7,3,0","229,255,0",,,
51733,"255,234,241","15,123,123",,,
51734,"0,15,255","0,255,0",,,
51735,"0,15,255","254,192,192",,,
51736,"0,15,255","203,36,36",,,
51737,"0,15,255","214,254,171",,,
51738,"238,238,238","107,177,32",,,
51739,"241,163,190","102,205,0",,,
51740,"255,247,233","0,255,0",,,
51741,"0,15,255","0,15,255",,,
51742,"244,91,168","116,91,129",,,
51743,"134,127,93","146,254,20",,,
51744,"190,186,138","0,250,154",,,
51745,"189,208,232","214,33,0",,,
51746,"171,197,133","9,9,9",,,
51747,"128,152,128","0,255,0",,,
51748,"237,237,237","246,181,0",,,
51749,"216,153,32","94,113,67",,,
51750,"156,117,127","131,173,181",,,
51751,"176,33,232","225,225,225",,,
51752,"93,45,238","0,0,153",,,
51753,"92,155,192","146,86,58",,,
51754,"51,195,32","0,255,0",,,
51755,"7,3,0","191,206,191",,,
51756,"252,10,8","67,199,135",,,
51757,"218,30,18","0,255,0",,,
51758,"3,112,234","41,41,41",,,
51759,"0,15,255","80,71,66",,,
51760,"0,15,255","84,84,84",,,
51761,"0,15,255","0,0,255",,,
51762,"0,15,255","0,0,255",,,
51763,"0,15,255","97,138,97",,,
51764,"0,15,255","69,0,226",,,
51765,"0,15,255","222,0,0",,,
51766,"0,15,255","255,243,203",,,
51767,"0,15,255","0,241,0",,,
51768,"0,15,255","229,126,0",,,
51769,"0,15,255","37,94,94",,,
51770,"0,15,255","1,74,1",,,
51771,"0,15,255","244,244,10",,,
51772,"0,15,255","77,42,240",,,
51773,"0,15,255","35,196,35",,,
51774,"0,15,255","0,255,0",,,
51775,"0,15,255","85,111,85",,,
51776,"0,15,255","0,3,83",,,
51777,"0,15,255","237,237,237",,,
51778,"0,15,255","189,183,107",,,
51779,"60,255,0","235,94,102",,,
51780,"249,235,159","246,4,4",,,
51781,"40,1,22","247,229,229",,,
51782,"0,44,43","0,15,255",,,
51783,"53,5,5","244,239,203",,,
51784,"199,175,188","105,243,204",,,
51785,"180,200,201","85,126,85",,,
51786,"195,184,182","20,14,0",,,
51787,"0,213,242","100,81,136",,,
51788,"7,21,205","32,76,57",,,
51789,"106,0,106","73,171,129",,,
51790,"7,132,70","131,120,158",,,
51791,"161,0,0","242,226,203",,,
51792,"118,195,78","239,239,242",,,
51793,"252,253,255","239,239,242",,,
51794,"159,78,175","246,140,6",,,
51795,"13,27,74","103,147,23",,,
51796,"247,249,93","125,220,31",,,
51797,"6,255,201","121,125,121",,,
51798,"0,15,255","0,9,207",,,
51799,"178,18,97","0,12,249",,,
51800,"185,15,21","0,15,156",,,
51801,"185,15,21","0,10,247",,,
51802,"16,224,255","139,157,195",,,
51803,"255,33,6","0,7,119",,,
51804,"16,16,16","0,2,34",,,
51805,"0,0,0","195,238,231",,,
51806,"132,124,53","125,249,255",,,
51807,"138,34,27","0,12,246",,,
51808,"157,184,46","182,252,245",,,
51809,"59,35,28","110,249,110",,,
51810,"255,157,92","168,197,168",,,
51811,"249,169,106","139,30,196",,,
51812,"244,244,233","132,84,34",,,
51813,"230,232,36","255,48,54",,,
51814,"217,202,189","230,149,152",,,
51815,"238,147,40","224,142,102",,,
51816,"232,62,62","225,233,183",,,
51817,"255,222,222","251,46,1",,,
51818,"255,255,242","90,82,85",,,
51819,"232,213,199","0,255,0",,,
51820,"238,73,123",,,,
51821,"38,77,142",,,,
51822,"185,234,184",,,,
51823,"163,149,116",,,,
51824,"203,255,203",,,,
51825,"255,98,137",,,,
51826,"242,242,242",,,,
51827,"242,242,242",,,,
51828,"242,242,242",,,,
51829,"242,242,242",,,,
51830,"173,255,220",,,,
51831,"148,121,95",,,,
51832,"148,121,95",,,,
51833,"127,127,127",,,,
51834,"8,161,236",,,,
51835,"255,252,223",,,,
51836,"0,0,0",,,,
51837,"15,242,53",,,,
51838,"143,233,246",,,,
51839,"6,7,96",,,,
51840,"0,15,255",,,,
51841,"0,15,255",,,,
51842,"124,255,0",,,,
51843,"124,255,0",,,,
51844,"146,195,198",,,,
51845,"255,181,181",,,,
51846,"108,91,103",,,,
51847,"255,250,250",,,,
51848,"251,243,243",,,,
51849,"207,219,234",,,,
51850,"131,14,14",,,,
51851,"6,6,6",,,,
51852,"253,0,255",,,,
51853,"255,90,0",,,,
51854,"0,197,255",,,,
51855,"255,193,0",,,,
51856,"255,74,156",,,,
51857,"6,81,34",,,,
51858,"0,15,0",,,,
51859,"0,15,0",,,,
51860,"255,221,115",,,,
51861,"118,115,217",,,,
51862,"154,0,30",,,,
51863,"138,179,45",,,,
51864,"0,163,72",,,,
51865,"255,187,109",,,,
51866,"250,178,64",,,,
51867,"255,0,236",,,,
51868,"234,225,192",,,,
51869,"255,0,0",,,,
51870,"255,0,0",,,,
51871,"255,0,0",,,,
51872,"255,0,0",,,,
51873,"5,17,83",,,,
51874,"0,210,255",,,,
51875,"141,223,0",,,,
51876,"197,197,197",,,,
51877,"236,139,139",,,,
51878,"152,71,52",,,,
51879,"95,155,175",,,,
51880,"210,142,0",,,,
51881,"138,105,124",,,,
51882,"132,124,53",,,,
51883,"68,104,125",,,,
51884,"235,29,143",,,,
51885,"0,2,53",,,,
51886,"255,0,45",,,,
51887,"3,99,255",,,,
51888,"138,34,27",,,,
51889,"138,133,131",,,,
51890,"249,222,238",,,,
51891,"0,15,96",,,,
51892,"99,70,115",,,,
51893,"255,230,201",,,,
51894,"111,86,31",,,,
51895,"31,58,111",,,,
51896,"80,148,47",,,,
51897,"130,121,133",,,,
51898,"255,0,0",,,,
51899,"255,0,0",,,,
51900,"255,1,1",,,,
51901,"253,251,251",,,,
51902,"47,0,255",,,,
51903,"238,172,242",,,,
51904,"118,234,161",,,,
51905,"0,15,0",,,,
51906,"0,255,197",,,,
51907,"250,120,251",,,,
51908,"250,120,251",,,,
51909,"193,97,32",,,,
51910,"193,97,32",,,,
51911,"172,249,227",,,,
51912,"240,0,255",,,,
51913,"0,255,94",,,,
51914,"0,249,255",,,,
51915,"89,31,58",,,,
51916,"122,180,198",,,,
51917,"60,37,16",,,,
51918,"65,64,94",,,,
51919,"51,24,91",,,,
51920,"0,15,255",,,,
51921,"240,209,160",,,,
51922,"86,167,120",,,,
51923,"139,146,244",,,,
51924,"0,14,238",,,,
51925,"251,220,255",,,,
51926,"225,242,200",,,,
51927,"182,194,227",,,,
51928,"55,74,126",,,,
51929,"206,123,20",,,,
51930,"88,135,157",,,,
51931,"29,72,119",,,,
51932,"246,137,42",,,,
51933,"134,175,73",,,,
51934,"248,248,250",,,,
51935,"153,183,210",,,,
51936,"117,201,52",,,,
51937,"236,187,37",,,,
51938,"206,154,132",,,,
51939,"235,210,249",,,,
51940,"240,240,240",,,,
51941,"148,227,205",,,,
51942,"165,93,58",,,,
51943,"234,170,201",,,,
51944,"219,199,6",,,,
51945,"25,32,152",,,,
51946,"13,212,255",,,,
51947,"13,212,255",,,,
51948,"238,21,21",,,,
51949,"166,224,233",,,,
51950,"244,220,38",,,,
51951,"168,49,4",,,,
51952,"34,20,8",,,,
51953,"166,98,52",,,,
51954,"157,20,20",,,,
51955,"0,15,255",,,,
51956,"188,25,10",,,,
51957,"255,0,0",,,,
51958,"84,109,157",,,,
51959,"138,22,43",,,,
51960,"138,22,43",,,,
51961,"138,22,43",,,,
51962,"138,22,43",,,,
51963,"255,203,0",,,,
51964,"199,66,5",,,,
51965,"20,67,129",,,,
51966,"38,98,54",,,,
51967,"38,98,54",,,,
51968,"38,98,54",,,,
51969,"38,98,54",,,,
51970,"38,98,54",,,,
51971,"0,17,36",,,,
51972,"75,75,75",,,,
51973,"0,1,232",,,,
51974,"229,20,20",,,,
51975,"4,255,255",,,,
51976,"6,255,255",,,,
51977,"156,255,144",,,,
51978,"236,255,238",,,,
51979,"152,221,148",,,,
51980,"34,67,22",,,,
51981,"255,180,180",,,,
51982,"26,130,189",,,,
51983,"164,7,175",,,,
51984,"63,7,65",,,,
51985,"255,0,0",,,,
51986,"208,209,210",,,,
51987,"255,63,179",,,,
51988,"255,134,189",,,,
51989,"186,108,90",,,,
51990,"0,0,0",,,,
51991,"244,7,7",,,,
51992,"237,10,63",,,,
51993,"0,15,255",,,,
51994,"255,194,194",,,,
51995,"146,194,172",,,,
51996,"245,206,63",,,,
51997,"0,0,0",,,,
51998,"0,15,192",,,,
51999,"196,143,39",,,,
52000,"0,9,0",,,,
52001,"54,20,19",,,,
52002,"42,1,9",,,,
52003,"18,18,17",,,,
52004,"132,189,0",,,,
52005,"132,189,0",,,,
52006,"132,189,0",,,,
52007,"236,58,58",,,,
52008,"229,193,0",,,,
52009,"101,114,113",,,,
52010,"255,241,207",,,,
52011,"173,216,230",,,,
52012,"191,182,155",,,,
52013,"199,220,178",,,,
52014,"0,0,0",,,,
52015,"0,0,0",,,,
52016,"251,251,251",,,,
52017,"0,15,255",,,,
52018,"234,221,213",,,,
52019,"133,112,83",,,,
52020,"211,202,197",,,,
52021,"231,224,205",,,,
52022,"224,122,5",,,,
52023,"136,196,157",,,,
52024,"0,15,255",,,,
52025,"255,223,0",,,,
52026,"0,0,15",,,,
52027,"189,183,171",,,,
52028,"124,108,75",,,,
52029,"145,138,132",,,,
52030,"0,3,15",,,,
52031,"0,0,0",,,,
52032,"0,0,0",,,,
52033,"45,105,38",,,,
52034,"217,169,167",,,,
52035,"217,169,135",,,,
52036,"0,13,221",,,,
52037,"255,0,0",,,,
52038,"199,33,33",,,,
52039,"255,0,0",,,,
52040,"216,173,190",,,,
52041,"3,85,250",,,,
52042,"94,46,58",,,,
52043,"187,203,219",,,,
52044,"223,27,16",,,,
52045,"255,225,165",,,,
52046,"238,154,0",,,,
52047,"176,23,31",,,,
52048,"130,11,187",,,,
52049,"19,143,106",,,,
52050,"200,228,203",,,,
52051,"255,0,0",,,,
52052,"255,160,12",,,,
52053,"110,74,32",,,,
52054,"193,43,69",,,,
52055,"198,113,255",,,,
52056,"193,0,0",,,,
52057,"80,168,66",,,,
52058,"0,50,91",,,,
52059,"80,0,0",,,,
52060,"221,11,30",,,,
52061,"210,198,131",,,,
52062,"255,0,0",,,,
52063,"214,0,0",,,,
52064,"198,146,70",,,,
52065,"35,6,41",,,,
52066,"67,166,12",,,,
52067,"0,9,0",,,,
52068,"88,79,95",,,,
52069,"30,38,41",,,,
52070,"104,214,202",,,,
52071,"229,0,0",,,,
52072,"0,12,255",,,,
52073,"236,115,102",,,,
52074,"64,77,59",,,,
52075,"160,174,200",,,,
52076,"55,65,101",,,,
52077,"69,60,60",,,,
52078,"59,62,45",,,,
52079,"255,244,192",,,,
52080,"183,84,45",,,,
52081,"241,255,255",,,,
52082,"87,40,30",,,,
52083,"112,117,137",,,,
52084,"144,121,102",,,,
52085,"244,7,7",,,,
52086,"46,23,72",,,,
52087,"255,238,205",,,,
52088,"56,48,33",,,,
52089,"0,58,4",,,,
52090,"180,17,17",,,,
52091,"152,163,156",,,,
52092,"0,6,159",,,,
52093,"75,115,168",,,,
52094,"204,6,205",,,,
52095,"21,187,220",,,,
52096,"252,220,241",,,,
52097,"242,226,205",,,,
52098,"253,243,244",,,,
52099,"93,79,51",,,,
52100,"239,139,103",,,,
52101,"238,238,238",,,,
52102,"180,134,87",,,,
52103,"107,167,109",,,,
52104,"90,0,0",,,,
52105,"240,216,118",,,,
52106,"187,85,24",,,,
52107,"77,5,1",,,,
52108,"67,20,38",,,,
52109,"255,173,252",,,,
52110,"176,0,255",,,,
52111,"48,1,86",,,,
52112,"231,25,177",,,,
52113,"2,69,2",,,,
52114,"69,255,0",,,,
52115,"0,9,0",,,,
52116,"255,0,0",,,,
52117,"0,2,13",,,,
52118,"0,0,0",,,,
52119,"0,0,0",,,,
52120,"0,0,0",,,,
52121,"255,223,196",,,,
52122,"0,28,255",,,,
52123,"0,42,213",,,,
52124,"241,213,166",,,,
52125,"0,15,255",,,,
52126,"0,15,255",,,,
52127,"245,245,245",,,,
52128,"58,255,0",,,,
52129,"250,53,0",,,,
52130,"229,91,0",,,,
52131,"152,218,211",,,,
52132,"0,0,0",,,,
52133,"134,34,34",,,,
52134,"234,231,246",,,,
52135,"155,176,159",,,,
52136,"200,180,180",,,,
52137,"172,137,137",,,,
52138,"176,78,48",,,,
52139,"180,162,162",,,,
52140,"112,48,160",,,,
52141,"112,48,160",,,,
52142,"112,48,160",,,,
52143,"112,48,160",,,,
52144,"58,29,78",,,,
52145,"0,15,48",,,,
52146,"0,9,63",,,,
52147,"0,12,48",,,,
52148,"255,0,99",,,,
52149,"255,0,99",,,,
52150,"255,0,99",,,,
52151,"172,44,44",,,,
52152,"194,56,43",,,,
52153,"194,56,43",,,,
52154,"0,7,137",,,,
52155,"128,0,0",,,,
52156,"18,97,95",,,,
52157,"78,213,253",,,,
52158,"0,0,0",,,,
52159,"0,0,0",,,,
52160,"209,217,223",,,,
52161,"0,0,0",,,,
52162,"43,32,20",,,,
52163,"150,205,238",,,,
52164,"3,80,4",,,,
52165,"192,246,240",,,,
52166,"249,174,245",,,,
52167,"255,93,93",,,,
52168,"255,220,153",,,,
52169,"255,253,198",,,,
52170,"188,242,208",,,,
52171,"179,201,238",,,,
52172,"209,181,238",,,,
52173,"210,22,107",,,,
52174,"0,15,255",,,,
52175,"105,24,131",,,,
52176,"37,97,137",,,,
52177,"144,0,0",,,,
52178,"90,42,2",,,,
52179,"236,114,114",,,,
52180,"171,240,255",,,,
52181,"240,85,0",,,,
52182,"144,152,163",,,,
52183,"199,203,210",,,,
52184,"128,0,128",,,,
52185,"149,192,14",,,,
52186,"247,235,213",,,,
52187,"0,15,178",,,,
52188,"0,3,226",,,,
52189,"0,15,227",,,,
52190,"255,198,198",,,,
52191,"255,91,180",,,,
52192,"8,8,8",,,,
52193,"0,14,53",,,,
52194,"0,2,83",,,,
52195,"0,2,32",,,,
52196,"129,135,105",,,,
52197,"0,6,207",,,,
52198,"0,15,48",,,,
52199,"0,15,57",,,,
52200,"255,192,0",,,,
52201,"0,122,214",,,,
52202,"123,215,147",,,,
52203,"176,153,142",,,,
52204,"184,240,14",,,,
52205,"48,181,255",,,,
52206,"52,62,64",,,,
52207,"100,96,118",,,,
52208,"55,63,65",,,,
52209,"64,64,64",,,,
52210,"124,174,201",,,,
52211,"33,117,217",,,,
