,c1,c2,c3,c4,c5,c1_feel,c1_sentiment,c2_feel,c2_sentiment,c3_feel,c3_sentiment,c4_feel,c4_sentiment,c5_feel,c5_sentiment
282,"33,124,39","206,28,8","129,129,129","63,185,231","223,223,223",,0,,0,,0,,0,,0
283,"206,24,3","216,109,0","227,207,0","231,163,0","141,101,87",,0,,0,,0,,0,,0
284,"64,55,161","2,4,129","167,167,167","133,133,133","94,94,94",,0,,0,,0,,0,,0
285,"145,28,176","88,12,122","130,13,231","23,9,84","77,19,109",,0,,0,,0,,0,,0
286,"227,29,29","0,85,201","0,15,255","0,0,0","174,0,0",,0,,0,,0,,0,,0
287,"42,180,0","105,208,82","133,225,139","154,238,135","177,240,168",,0,,0,,0,,0,,0
288,"198,253,251","169,242,253","156,242,249","141,239,253","118,238,255",,0,,0,,0,,0,,0
289,"255,154,154","255,249,190","205,255,190","176,253,255","245,191,255",,0,,0,,0,,0,,0
290,"232,205,14","25,6,174","0,15,255","245,228,122","219,203,203",,0,,0,,0,,0,,0
291,"29,64,21","66,71,32","55,62,28","21,81,35","47,46,24",,0,,0,,0,,0,,0
292,"152,158,251","130,126,255","147,100,240","203,125,246","212,137,246",,0,,0,,0,,0,,0
293,"174,69,23","135,53,26","197,111,24","225,189,78","163,85,21",,0,,0,,0,,0,,0
294,"0,194,236","27,158,238","0,73,229","195,25,206","216,35,190",,0,,0,,0,,0,,0
295,"129,177,8","254,236,0","31,202,241","109,41,99","255,123,146",,0,,0,,0,,0,,0
296,"171,201,148","204,244,231","138,242,213","99,125,219","39,124,156",,0,,0,,0,,0,,0
297,"203,255,153","113,236,183","224,234,173","212,202,99","99,182,134",,0,,0,,0,,0,,0
298,"189,44,44","251,171,171","95,166,201","114,109,169","71,63,63",,0,,0,,0,,0,,0
299,"152,9,9","58,129,26","143,136,21","28,149,31","152,22,22",,0,,0,,0,,0,,0
300,"120,176,167","92,106,119","6,54,21","36,74,44","208,214,188",,0,,0,,0,,0,,0
301,"68,147,83","181,221,189","79,124,172","128,228,237","107,107,107",,0,,0,,0,,0,,0
302,"0,12,5","0,0,199","25,25,25","64,64,64","229,229,229",,0,,0,,0,,0,,0
303,"184,219,210","189,190,192","129,130,134","171,151,129","0,15,255",,0,,0,,0,,0,,0
304,"0,15,0","255,129,0","255,244,0","0,2,240","0,69,255",,0,,0,,0,,0,,0
305,"242,202,253","221,197,253","193,232,251","186,242,209","246,177,205",,0,,0,,0,,0,,0
306,"176,55,55","178,163,76","178,153,47","159,148,48","109,106,27",,0,,0,,0,,0,,0
307,"0,228,246","132,215,255","149,188,255","104,169,242","40,142,236",,0,,0,,0,,0,,0
308,"64,57,57","92,83,28","197,170,7","214,180,37","253,242,0",,0,,0,,0,,0,,0
309,"238,8,8","173,16,244","147,7,244","39,22,227","22,2,238",,0,,0,,0,,0,,0
310,"248,249,177","242,203,170","249,179,193","244,134,190","225,165,246",,0,,0,,0,,0,,0
311,"0,15,0","255,219,120","255,214,99","0,0,31","0,14,210",,0,,0,,0,,0,,0
312,"161,200,219","25,50,66","207,218,212","240,221,157","235,235,235",,0,,0,,0,,0,,0
313,"161,200,219","250,215,100","122,188,201","240,221,157","107,111,125",,0,,0,,0,,0,,0
314,"161,200,219","106,119,165","201,162,162","218,216,220","212,236,230",,0,,0,,0,,0,,0
315,"41,70,93","255,165,0","0,15,240","177,101,89","0,0,15",,0,,0,,0,,0,,0
316,"50,78,74","96,96,96","64,64,64","177,193,189","0,0,0",,0,,0,,0,,0,,0
317,"51,78,103","115,227,9","255,0,193","34,139,34","0,4,255",,0,,0,,0,,0,,0
318,"0,15,0","84,13,77","33,75,20","32,32,32","163,96,50",,0,,0,,0,,0,,0
319,"128,128,128","221,221,221","65,88,169","249,105,199","24,36,79",,0,,0,,0,,0,,0
320,"13,177,240","254,236,245","249,234,254","0,0,0","255,0,97",,0,,0,,0,,0,,0
321,"120,0,0","0,191,255","14,191,233","0,6,102","63,224,208",,0,,0,,0,,0,,0
322,"0,15,255","26,166,183","98,194,204","235,188,252","0,128,0",,0,,0,,0,,0,,0
323,"202,219,252","0,224,0","0,192,0","0,15,255","0,0,255",,0,,0,,0,,0,,0
324,"46,156,202","0,255,64","0,255,128","0,15,255","96,208,231",,0,,0,,0,,0,,0
325,"151,206,204","214,190,170","140,143,144","76,208,208","62,120,199",,0,,0,,0,,0,,0
326,"0,0,240","216,255,246","248,254,255","0,160,0","124,89,131",,0,,0,,0,,0,,0
327,"0,0,240","137,186,216","255,195,169","0,255,192","118,32,101",,0,,0,,0,,0,,0
328,"240,226,205","113,212,210","169,255,174","138,236,219","236,45,74",,0,,0,,0,,0,,0
329,"176,221,208","244,159,89","255,250,139","139,204,236","105,67,67",,0,,0,,0,,0,,0
330,"187,250,255","188,114,208","165,85,113","255,239,201","174,144,125",,0,,0,,0,,0,,0
331,"47,50,56","46,101,79","120,152,104","221,159,159","45,88,65",,0,,0,,0,,0,,0
332,"184,44,44","188,249,130","208,180,126","56,107,48","242,201,74",,0,,0,,0,,0,,0
333,"224,155,255","195,138,79","221,216,98","163,50,96","148,68,100",,0,,0,,0,,0,,0
334,"111,52,52","249,151,151","77,151,180","214,158,186","242,128,128",,0,,0,,0,,0,,0
335,"130,201,119","223,184,125","163,94,94","144,105,72","0,0,240",,0,,0,,0,,0,,0
336,"22,105,45","192,255,0","128,255,0","252,253,129","210,84,16",,0,,0,,0,,0,,0
337,"197,110,110","215,205,196","119,59,49","148,100,112","146,190,199",,0,,0,,0,,0,,0
338,"224,242,155","141,191,187","236,189,173","180,58,58","176,223,212",,0,,0,,0,,0,,0
339,"0,15,240","96,90,156","130,141,225","64,255,0","111,164,176",,0,,0,,0,,0,,0
340,"201,234,241","137,16,53","184,1,56","21,41,30","0,1,17",,0,,0,,0,,0,,0
341,"141,100,102","242,242,242","199,137,137","210,158,158","182,88,173",,0,,0,,0,,0,,0
342,"201,150,244","142,190,244","133,133,133","139,198,199","255,11,65",,0,,0,,0,,0,,0
343,"56,17,52","128,128,128","0,53,95","201,212,20","0,7,119",,0,,0,,0,,0,,0
344,"0,15,255","247,14,242","65,241,20","161,77,77","252,250,250",,0,,0,,0,,0,,0
345,"171,87,134","129,59,59","56,64,110","109,153,186","231,231,231",,0,,0,,0,,0,,0
346,"0,15,255","239,102,165","1,237,219","244,120,32","41,16,55",,0,,0,,0,,0,,0
347,"0,15,255","255,182,70","255,249,117","0,255,205","165,165,165",,0,,0,,0,,0,,0
348,"247,255,41","225,149,199","157,89,171","241,225,169","249,240,36",,0,,0,,0,,0,,0
349,"14,87,76","48,56,118","44,88,129","14,1,1","169,169,169",,0,,0,,0,,0,,0
350,"238,238,238","146,146,146","91,197,9","137,242,229","182,182,182",,0,,0,,0,,0,,0
351,"180,180,180","5,0,64","72,2,122","99,43,104","67,82,191",,0,,0,,0,,0,,0
352,"246,195,222","197,9,9","206,161,93","54,122,141","178,178,178",,0,,0,,0,,0,,0
353,"31,26,69","206,36,36","234,141,46","238,148,35","234,225,204",,0,,0,,0,,0,,0
354,"19,0,135","65,71,118","116,106,97","32,154,180","231,205,44",,0,,0,,0,,0,,0
355,"4,0,32","167,210,192","189,95,0","133,133,133","253,255,57",,0,,0,,0,,0,,0
356,"150,1,1","235,199,33","245,200,27","37,152,57","45,137,56",,0,,0,,0,,0,,0
357,"180,178,178","90,42,37","85,255,249","78,77,81","21,0,0",,0,,0,,0,,0,,0
358,"34,41,90","30,99,150","11,9,9","169,137,97","0,0,0",,0,,0,,0,,0,,0
359,"0,12,204","255,221,77","227,93,47","255,207,0","0,5,36",,0,,0,,0,,0,,0
360,"238,202,63","112,105,186","32,34,133","255,129,0","3,0,34",,0,,0,,0,,0,,0
361,"196,0,0","114,180,255","0,13,114","0,0,0","0,0,0",,0,,0,,0,,0,,0
362,"80,42,114","96,187,255","7,35,174","178,22,22","43,35,0",,0,,0,,0,,0,,0
363,"31,64,227","229,85,85","10,81,201","25,36,90","0,0,0",,0,,0,,0,,0,,0
364,"135,210,255","255,214,86","255,180,0","111,0,0","108,202,208",,0,,0,,0,,0,,0
365,"244,235,197","139,1,1","88,0,0","6,3,86","153,193,79",,0,,0,,0,,0,,0
366,"135,0,0","192,249,253","255,227,65","3,31,92","0,15,240",,0,,0,,0,,0,,0
367,"255,193,159","210,3,3","230,132,14","240,189,68","143,46,62",,0,,0,,0,,0,,0
368,"255,253,219","0,0,15","0,15,15","24,0,0","207,18,89",,0,,0,,0,,0,,0
369,"234,234,234","184,160,200","242,189,208","238,192,108","116,117,120",,0,,0,,0,,0,,0
370,"15,1,1","79,98,114","183,195,243","249,226,19","91,195,235",,0,,0,,0,,0,,0
371,"97,78,36","85,67,72","212,245,245","0,0,240","223,184,156",,0,,0,,0,,0,,0
372,"0,15,0","237,230,227","218,218,217","192,76,101","115,113,252",,0,,0,,0,,0,,0
373,"127,132,185","201,134,134","242,184,128","221,117,150","88,12,31",,0,,0,,0,,0,,0
374,"64,78,92","245,239,255","205,193,255","140,154,158","243,155,109",,0,,0,,0,,0,,0
375,"147,183,190","165,28,48","167,51,63","54,56,46","243,155,109",,0,,0,,0,,0,,0
376,"240,100,73","62,105,144","255,126,107","255,244,236","243,155,109",,0,,0,,0,,0,,0
377,"150,107,157","62,105,144","255,126,107","165,148,249","250,25,139",,0,,0,,0,,0,,0
378,"229,217,242","62,105,144","170,189,140","116,18,29","176,215,255",,0,,0,,0,,0,,0
379,"197,34,51","49,8,31","107,15,26","44,54,94","89,31,10",,0,,0,,0,,0,,0
380,"43,25,61","216,213,219","173,172,181","140,94,88","229,98,94",,0,,0,,0,,0,,0
381,"255,166,158","0,117,196","239,160,11","233,227,180","68,30,23",,0,,0,,0,,0,,0
382,"56,29,42","189,211,88","0,15,255","185,19,114","244,244,244",,0,,0,,0,,0,,0
383,"14,0,4","146,172,134","105,96,71","45,49,66","58,58,58",,0,,0,,0,,0,,0
384,"234,232,255","66,66,66","68,161,69","214,81,8","218,101,249",,0,,0,,0,,0,,0
385,"2,103,193","246,246,246","182,54,54","153,151,153","223,231,95",,0,,0,,0,,0,,0
386,"229,224,89","246,195,72","64,231,185","85,37,29","179,216,156",,0,,0,,0,,0,,0
387,"167,212,155","184,116,31","221,158,8","111,111,111","0,15,255",,0,,0,,0,,0,,0
388,"225,57,57","141,153,174","237,242,244","227,207,158","168,119,63",,0,,0,,0,,0,,0
389,"93,106,208","125,125,128","42,42,44","79,115,244","202,206,206",,0,,0,,0,,0,,0
390,"234,79,94","207,212,111","148,178,192","223,192,62","97,26,33",,0,,0,,0,,0,,0
391,"154,89,48","80,159,63","38,45,38","208,239,177","124,57,72",,0,,0,,0,,0,,0
392,"43,45,66","150,22,35","227,81,96","0,120,215","126,82,58",,0,,0,,0,,0,,0
393,"207,207,209","65,188,174","186,185,181","46,48,46","170,143,131",,0,,0,,0,,0,,0
394,"214,175,113","226,194,135","190,188,187","198,161,116","220,205,188",,0,,0,,0,,0,,0
395,"189,126,53","80,78,40","122,105,92","236,117,129","75,117,60",,0,,0,,0,,0,,0
396,"107,31,39","47,68,29","89,107,56","42,95,109","199,88,143",,0,,0,,0,,0,,0
397,"231,174,191","174,73,65","37,38,24","53,54,43","237,115,191",,0,,0,,0,,0,,0
398,"215,130,87","222,134,210","216,213,180","220,214,206","31,24,20",,0,,0,,0,,0,,0
399,"96,139,204","247,74,121","243,123,48","198,176,126","255,251,5",,0,,0,,0,,0,,0
400,"174,205,127","85,61,49","220,209,196","129,113,73","255,149,5",,0,,0,,0,,0,,0
401,"208,168,126","255,184,5","255,201,5","57,51,34","75,0,168",,0,,0,,0,,0,,0
402,"162,34,79","255,68,5","255,84,5","255,171,5","143,125,106",,0,,0,,0,,0,,0
403,"242,69,228","185,128,255","151,70,251","128,115,101","159,117,126",,0,,0,,0,,0,,0
404,"172,116,78","214,165,109","78,50,34","255,229,5","225,210,184",,0,,0,,0,,0,,0
405,"255,165,5","125,96,63","76,46,47","255,120,5","218,212,198",,0,,0,,0,,0,,0
406,"255,28,5","219,160,132","49,43,33","122,15,255","234,106,36",,0,,0,,0,,0,,0
407,"219,189,254","216,157,63","152,110,46","240,235,228","214,82,25",,0,,0,,0,,0,,0
408,"194,121,50","156,115,72","210,184,26","212,191,196","161,196,131",,0,,0,,0,,0,,0
409,"184,35,89","154,123,91","249,198,24","155,119,93","150,152,146",,0,,0,,0,,0,,0
410,"137,78,29","108,156,74","201,197,185","49,37,18","219,144,53",,0,,0,,0,,0,,0
411,"225,204,103","88,172,185","192,195,195","225,144,43","97,94,73",,0,,0,,0,,0,,0
412,"246,241,232","244,192,103","37,25,13","225,130,51","145,153,114",,0,,0,,0,,0,,0
413,"246,240,231","107,122,80","164,163,142","61,91,53","158,178,169",,0,,0,,0,,0,,0
414,"190,81,93","125,132,54","178,195,143","80,96,63","139,118,114",,0,,0,,0,,0,,0
415,"209,176,134","47,91,23","196,177,134","93,49,14","121,122,120",,0,,0,,0,,0,,0
416,"250,213,116","87,128,100","72,82,73","33,39,27","190,158,142",,0,,0,,0,,0,,0
417,"64,83,47","98,119,68","55,64,45","228,235,195","158,130,158",,0,,0,,0,,0,,0
418,"133,99,66","36,65,164","50,39,18","148,153,153","138,131,139",,0,,0,,0,,0,,0
419,"180,108,28","229,162,133","85,48,27","179,158,156","141,120,104",,0,,0,,0,,0,,0
420,"38,49,26","250,171,140","72,70,75","208,206,207","128,96,64",,0,,0,,0,,0,,0
421,"84,132,59","238,192,185","198,184,166","116,89,40","85,26,139",,0,,0,,0,,0,,0
422,"18,46,109","210,197,157","57,51,45","158,101,66","130,83,72",,0,,0,,0,,0,,0
423,"210,41,46","0,104,139","0,6,57","198,152,151","46,129,29",,0,,0,,0,,0,,0
424,"252,221,158","199,179,144","51,45,40","121,88,56","231,156,74",,0,,0,,0,,0,,0
425,"235,228,142","88,243,175","82,235,134","100,121,129","101,137,13",,0,,0,,0,,0,,0
426,"195,169,116","120,47,47","76,122,112","0,134,139","170,170,170",,0,,0,,0,,0,,0
427,"93,71,139","255,252,252","132,63,66","236,232,224","0,15,255",,0,,0,,0,,0,,0
428,"218,181,182","0,182,245","222,37,21","86,198,63","170,170,170",,0,,0,,0,,0,,0
429,"5,255,224","252,155,20","109,171,213","218,120,91","255,86,86",,0,,0,,0,,0,,0
430,"1,67,96","247,46,46","180,255,161","49,125,68","15,31,56",,0,,0,,0,,0,,0
431,"0,0,0","255,35,35","255,52,52","0,151,255","255,244,12",,0,,0,,0,,0,,0
432,"244,254,0","253,237,108","234,101,67","87,100,155","57,158,187",,0,,0,,0,,0,,0
433,"255,252,0","249,222,240","0,15,255","22,91,5","245,239,219",,0,,0,,0,,0,,0
434,"245,36,36","42,72,99","41,43,45","255,69,69","238,157,227",,0,,0,,0,,0,,0
435,"255,18,18","152,21,21","223,54,54","6,18,131","31,84,39",,0,,0,,0,,0,,0
436,"19,141,144","255,189,110","255,214,245","88,47,47","5,255,224",,0,,0,,0,,0,,0
437,"255,253,211","230,158,26","70,73,70","164,200,225","0,28,56",,0,,0,,0,,0,,0
438,"63,126,172","35,26,255","26,144,255","255,101,0","181,181,181",,0,,0,,0,,0,,0
439,"112,36,36","56,212,255","15,106,255","247,251,217","237,28,36",,0,,0,,0,,0,,0
440,"255,248,183","255,254,0","255,0,63","205,212,66","251,102,103",,0,,0,,0,,0,,0
441,"148,76,113","0,145,201","245,130,32","5,236,255","95,80,141",,0,,0,,0,,0,,0
442,"0,60,148","238,32,77","255,83,73","0,0,25","176,226,240",,0,,0,,0,,0,,0
443,"240,254,255","251,67,83","100,19,99","112,112,112","73,56,70",,0,,0,,0,,0,,0
444,"224,255,255","133,118,179","118,102,169","241,90,34","91,69,156",,0,,0,,0,,0,,0
445,"0,110,60","38,235,251","0,3,165","0,15,255","148,33,166",,0,,0,,0,,0,,0
446,"31,206,203","169,171,138","108,129,112","0,15,255","176,93,93",,0,,0,,0,,0,,0
447,"204,4,68","68,32,229","57,32,177","251,187,143","234,213,12",,0,,0,,0,,0,,0
448,"143,129,188","65,33,107","63,27,241","108,93,156","209,66,110",,0,,0,,0,,0,,0
449,"0,169,219","178,164,164","204,145,145","94,142,244","75,23,6",,0,,0,,0,,0,,0
450,"223,197,170","201,27,32","163,189,31","101,85,98","53,6,8",,0,,0,,0,,0,,0
451,"117,206,224","77,174,180","141,159,179","63,206,240","16,22,36",,0,,0,,0,,0,,0
452,"66,55,89","188,189,132","151,142,67","175,175,234","32,33,47",,0,,0,,0,,0,,0
453,"238,224,224","215,118,36","125,94,24","193,125,125","34,48,86",,0,,0,,0,,0,,0
454,"50,85,133","122,30,71","87,28,60","234,124,12","123,132,161",,0,,0,,0,,0,,0
455,"0,202,190","19,19,19","211,219,92","197,126,168","170,170,170",,0,,0,,0,,0,,0
456,"238,238,238","238,230,230","251,231,231","125,94,24","174,90,65",,0,,0,,0,,0,,0
457,"231,161,54","144,136,110","101,140,140","75,23,6","223,134,126",,0,,0,,0,,0,,0
458,"156,32,82","62,114,23","0,11,187","53,25,48","201,160,125",,0,,0,,0,,0,,0
459,"163,57,57","3,57,108","195,203,113","236,236,236","107,142,35",,0,,0,,0,,0,,0
460,"225,241,255","232,112,59","236,215,96","242,251,235","161,142,142",,0,,0,,0,,0,,0
461,"0,0,0","206,173,139","204,150,95","23,71,82","62,45,45",,0,,0,,0,,0,,0
462,"201,21,21","173,255,47","0,128,0","167,160,160","208,194,202",,0,,0,,0,,0,,0
463,"0,91,150","199,163,163","154,113,113","90,82,85","227,149,149",,0,,0,,0,,0,,0
464,"167,85,47","62,26,26","99,0,0","149,122,167","134,171,132",,0,,0,,0,,0,,0
465,"77,48,48","206,198,198","133,105,105","253,178,0","74,49,32",,0,,0,,0,,0,,0
466,"0,15,240","240,228,176","157,209,216","85,107,47","152,210,147",,0,,0,,0,,0,,0
467,"227,198,198","212,184,164","244,226,226","255,217,217","126,210,174",,0,,0,,0,,0,,0
468,"47,11,11","205,166,122","152,101,68","51,14,14","232,88,124",,0,,0,,0,,0,,0
469,"88,60,60","90,195,202","183,157,255","242,228,228","136,112,156",,0,,0,,0,,0,,0
470,"238,217,217","201,137,219","149,136,206","226,186,240","221,188,160",,0,,0,,0,,0,,0
471,"66,37,45","194,122,247","78,163,228","151,173,178","201,219,218",,0,,0,,0,,0,,0
472,"250,233,207","112,136,163","131,135,165","106,70,47","73,206,193",,0,,0,,0,,0,,0
473,"192,255,244","225,200,204","229,235,236","255,255,190","48,17,45",,0,,0,,0,,0,,0
474,"154,95,169","223,202,202","225,211,211","140,152,195","182,79,73",,0,,0,,0,,0,,0
475,"140,198,121","237,97,104","30,168,223","221,150,102","34,34,59",,0,,0,,0,,0,,0
476,"97,120,146","118,85,70","42,61,39","147,123,167","0,114,187",,0,,0,,0,,0,,0
477,"208,177,173","65,82,173","81,38,102","203,211,221","26,54,32",,0,,0,,0,,0,,0
478,"225,197,197","201,173,167","154,140,152","210,216,215","52,136,140",,0,,0,,0,,0,,0
479,"82,69,237","255,178,242","192,178,255","53,59,73","61,134,119",,0,,0,,0,,0,,0
480,"201,177,157","249,249,249","240,245,249","92,93,138","19,141,144",,0,,0,,0,,0,,0
481,"98,132,217","238,225,184","0,15,255","198,145,191","73,73,73",,0,,0,,0,,0,,0
482,"242,233,228","230,223,68","6,18,131","74,78,105","111,94,104",,0,,0,,0,,0,,0
483,"230,178,255","73,110,119","69,118,119","0,15,255","237,255,217",,0,,0,,0,,0,,0
484,"232,40,37","6,18,131","231,85,44","0,15,255","210,221,227",,0,,0,,0,,0,,0
485,"244,71,27","255,177,143","254,255,166","158,218,228","13,91,121",,0,,0,,0,,0,,0
486,"236,72,71","218,241,255","0,15,255","0,0,0","238,108,77",,0,,0,,0,,0,,0
487,"77,102,119","219,157,71","255,120,79","91,208,200","247,108,94",,0,,0,,0,,0,,0
488,"15,31,56","250,183,137","169,145,135","65,126,119","56,61,98",,0,,0,,0,,0,,0
489,"255,94,151","207,230,202","63,132,43","255,220,16","70,37,33",,0,,0,,0,,0,,0
490,"255,124,184","95,204,156","33,91,99","126,126,126","72,72,72",,0,,0,,0,,0,,0
491,"58,48,66","50,67,118","245,221,144","161,150,159","57,70,85",,0,,0,,0,,0,,0
492,"143,80,73","76,130,112","221,209,107","255,225,156","0,0,0",,0,,0,,0,,0,,0
493,"207,179,91","189,178,70","255,224,181","153,188,199","87,88,139",,0,,0,,0,,0,,0
494,"170,255,199","87,42,42","50,37,57","208,123,59","192,178,164",,0,,0,,0,,0,,0
495,"88,107,164","9,117,184","11,53,92","35,40,85","81,19,1",,0,,0,,0,,0,,0
496,"47,67,53","118,64,26","255,249,249","246,142,95","243,175,25",,0,,0,,0,,0,,0
497,"202,46,85","104,87,139","99,87,139","180,152,109","195,246,254",,0,,0,,0,,0,,0
498,"26,42,33","8,69,117","243,239,213","138,101,82","79,72,82",,0,,0,,0,,0,,0
499,"13,208,225","221,128,96","193,59,25","22,22,22","221,214,243",,0,,0,,0,,0,,0
500,"180,12,12","49,146,54","76,81,247","31,63,100","247,226,171",,0,,0,,0,,0,,0
501,"110,87,139","234,234,234","255,180,0","255,201,30","130,140,89",,0,,0,,0,,0,,0
502,"21,38,66","238,116,225","62,236,172","94,87,139","109,21,57",,0,,0,,0,,0,,0
503,"219,200,200","247,126,120","244,80,72","231,213,167","19,86,64",,0,,0,,0,,0,,0
504,"189,189,189","36,23,18","56,35,28","141,42,17","255,152,0",,0,,0,,0,,0,,0
505,"80,0,255","170,147,214","134,95,115","157,77,187","47,11,77",,0,,0,,0,,0,,0
506,"193,104,170","150,30,79","131,26,69","251,251,251","255,46,0",,0,,0,,0,,0,,0
507,"250,172,168","91,175,193","0,145,176","132,121,138","255,246,189",,0,,0,,0,,0,,0
508,"32,20,16","30,124,88","30,114,82","188,175,231","230,175,255",,0,,0,,0,,0,,0
509,"207,206,245","96,156,255","0,15,255","85,109,120","187,253,255",,0,,0,,0,,0,,0
510,"171,37,92","81,50,114","66,35,99","254,204,12","208,154,243",,0,,0,,0,,0,,0
511,"49,190,231","255,111,0","0,15,80","122,25,65","20,49,97",,0,,0,,0,,0,,0
512,"0,144,97","110,196,198","230,204,165","0,15,255","0,0,0",,0,,0,,0,,0,,0
513,"6,0,255","255,239,170","190,255,194","0,15,255","44,55,73",,0,,0,,0,,0,,0
514,"108,76,135","38,77,121","0,255,242","25,99,71","133,87,115",,0,,0,,0,,0,,0
515,"222,74,0","0,180,151","0,218,195","255,190,96","54,67,69",,0,,0,,0,,0,,0
516,"49,255,224","171,166,197","119,118,150","59,24,90","138,63,52",,0,,0,,0,,0,,0
517,"255,173,173","240,213,25","210,59,25","255,59,0","0,0,0",,0,,0,,0,,0,,0
518,"107,223,233","122,73,72","252,200,70","243,149,165","0,15,96",,0,,0,,0,,0,,0
519,"0,131,134","113,90,105","207,174,182","163,253,255","162,163,159",,0,,0,,0,,0,,0
520,"222,222,222","201,205,199","58,110,124","57,163,190","0,0,0",,0,,0,,0,,0,,0
521,"232,232,232","194,177,181","128,91,98","0,15,255","50,13,0",,0,,0,,0,,0,,0
522,"36,36,35","86,100,39","162,163,159","41,88,174","255,130,130",,0,,0,,0,,0,,0
523,"164,157,173","255,46,0","255,66,0","19,53,205","255,220,16",,0,,0,,0,,0,,0
524,"63,49,45","221,221,221","204,204,204","206,191,205","0,169,157",,0,,0,,0,,0,,0
525,"72,50,42","238,0,13","95,201,219","184,113,98","218,190,150",,0,,0,,0,,0,,0
526,"124,157,69","50,0,42","0,50,7","132,180,192","207,174,242",,0,,0,,0,,0,,0
527,"255,30,0","255,167,167","255,154,154","170,145,123","207,239,255",,0,,0,,0,,0,,0
528,"238,238,238","94,196,236","239,180,163","40,40,40","219,212,239",,0,,0,,0,,0,,0
529,"242,227,12","236,0,140","255,203,5","255,89,0","255,174,68",,0,,0,,0,,0,,0
530,"0,5,44","92,73,48","226,223,80","187,187,187","255,251,163",,0,,0,,0,,0,,0
531,"255,175,175","255,177,111","255,230,124","21,163,174","255,253,208",,0,,0,,0,,0,,0
532,"215,68,25","255,236,223","255,253,246","45,44,0","69,66,42",,0,,0,,0,,0,,0
533,"146,39,143","71,26,106","255,165,46","255,145,145","101,5,5",,0,,0,,0,,0,,0
534,"81,52,38","255,173,255","46,120,255","215,25,77","249,215,70",,0,,0,,0,,0,,0
535,"255,116,116","25,70,191","17,159,112","0,185,242","0,15,255",,0,,0,,0,,0,,0
536,"255,198,198","0,15,255","28,24,135","199,194,33","0,15,255",,0,,0,,0,,0,,0
537,"36,36,36","103,144,140","181,204,191","143,225,231","246,160,53",,0,,0,,0,,0,,0
538,"99,62,225","169,7,7","227,198,26","229,249,245","246,222,38",,0,,0,,0,,0,,0
539,"63,36,152","131,104,154","139,64,63","202,255,55","154,255,255",,0,,0,,0,,0,,0
540,"178,21,21","81,178,232","0,15,144","255,139,129","41,186,79",,0,,0,,0,,0,,0
541,"231,227,194","0,105,128","255,155,102","236,166,0","107,87,76",,0,,0,,0,,0,,0
542,"0,0,0","69,185,242","147,178,31","208,242,255","223,175,25",,0,,0,,0,,0,,0
543,"54,47,60","133,10,10","167,11,11","64,88,74","45,45,45",,0,,0,,0,,0,,0
544,"253,42,211","231,255,218","205,255,230","255,234,193","92,92,92",,0,,0,,0,,0,,0
545,"2,131,96","118,199,185","93,195,150","217,127,125","75,51,39",,0,,0,,0,,0,,0
546,"86,138,249","205,171,148","174,106,3","0,15,240","144,9,9",,0,,0,,0,,0,,0
547,"55,43,43","171,61,0","210,210,210","249,109,109","127,63,151",,0,,0,,0,,0,,0
