,c1,c2,c3,c4,c5,c1_feel,c1_sentiment,c2_feel,c2_sentiment,c3_feel,c3_sentiment,c4_feel,c4_sentiment,c5_feel,c5_sentiment
36422,"107,156,59","229,237,255","124,68,54","239,240,244","43,55,75",,0,,0,,0,,0,,0
36423,"147,210,202","255,92,161","255,181,149","236,255,143","66,9,35",,0,,0,,0,,0,,0
36424,"229,62,6","220,251,204","162,234,255","255,208,206","177,201,192",,0,,0,,0,,0,,0
36425,"168,200,216","246,84,106","255,125,210","26,0,0","127,255,83",,0,,0,,0,,0,,0
36426,"76,183,214","255,169,132","97,91,105","48,32,53","170,170,170",,0,,0,,0,,0,,0
36427,"251,241,148","193,0,67","31,32,94","154,217,234","0,0,0",,0,,0,,0,,0,,0
36428,"153,216,199","223,191,141","0,15,255","160,123,70","103,103,103",,0,,0,,0,,0,,0
36429,"166,0,255","245,123,56","255,218,218","58,53,51","203,185,70",,0,,0,,0,,0,,0
36430,"117,202,231","124,124,124","116,14,14","247,245,230","244,61,119",,0,,0,,0,,0,,0
36431,"212,167,172","72,255,0","253,229,214","216,179,134","176,48,96",,0,,0,,0,,0,,0
36432,"249,206,168","251,96,253","152,223,178","209,219,133","0,0,0",,0,,0,,0,,0,,0
36433,"98,64,88","238,186,168","80,30,147","231,55,10","88,14,6",,0,,0,,0,,0,,0
36434,"8,87,138","144,248,93","186,110,110","197,194,194","0,0,19",,0,,0,,0,,0,,0
36435,"251,200,135","255,160,123","143,199,192","239,239,239","75,8,79",,0,,0,,0,,0,,0
36436,"53,65,81","77,184,150","107,137,148","101,255,189","14,105,34",,0,,0,,0,,0,,0
36437,"22,25,32","199,102,68","246,197,77","238,170,123","90,5,5",,0,,0,,0,,0,,0
36438,"80,81,68","154,192,205","134,155,163","26,3,21","71,0,90",,0,,0,,0,,0,,0
36439,"119,203,178","236,199,192","0,249,255","91,65,103","67,81,88",,0,,0,,0,,0,,0
36440,"103,49,49","247,223,212","111,131,146","112,151,152","78,88,60",,0,,0,,0,,0,,0
36441,"0,15,255","183,227,232","253,184,114","99,3,46","18,0,47",,0,,0,,0,,0,,0
36442,"103,147,114","154,192,205","74,204,187","193,6,6","167,149,75",,0,,0,,0,,0,,0
36443,"70,83,21","144,238,144","229,226,219","115,168,227","255,204,92",,0,,0,,0,,0,,0
36444,"73,64,21","198,130,255","93,122,184","234,206,202","202,131,255",,0,,0,,0,,0,,0
36445,"255,193,192","255,250,205","224,194,255","35,41,71","89,4,86",,0,,0,,0,,0,,0
36446,"117,117,113","135,206,250","237,255,255","251,229,229","255,242,255",,0,,0,,0,,0,,0
36447,"0,15,255","224,255,255","211,202,197","168,162,162","163,163,163",,0,,0,,0,,0,,0
36448,"0,3,204","209,17,26","84,40,44","236,118,118","125,79,47",,0,,0,,0,,0,,0
36449,"225,128,6","224,205,167","252,141,69","56,208,253","45,24,24",,0,,0,,0,,0,,0
36450,"0,10,142","238,49,36","180,214,163","240,147,124","125,71,30",,0,,0,,0,,0,,0
36451,"234,240,255","119,87,186","255,123,170","201,194,116","89,84,89",,0,,0,,0,,0,,0
36452,"210,251,194","162,52,52","129,60,63","122,18,0","0,255,73",,0,,0,,0,,0,,0
36453,"90,41,103","175,216,251","225,138,255","87,178,160","170,170,170",,0,,0,,0,,0,,0
36454,"143,188,143","0,86,255","156,83,92","229,178,177","126,68,29",,0,,0,,0,,0,,0
36455,"255,237,181","2,135,132","255,63,63","133,113,225","146,50,50",,0,,0,,0,,0,,0
36456,"31,28,23","234,61,3","112,150,141","244,143,35","200,129,233",,0,,0,,0,,0,,0
36457,"0,15,255","93,58,206","201,31,186","0,6,121","20,40,48",,0,,0,,0,,0,,0
36458,"0,197,204","249,245,240","255,207,158","8,73,105","57,32,179",,0,,0,,0,,0,,0
36459,"231,101,115","104,63,133","255,162,85","118,55,107","46,46,43",,0,,0,,0,,0,,0
36460,"255,181,105","229,93,34","255,212,80","225,255,138","170,170,170",,0,,0,,0,,0,,0
36461,"241,211,184","246,195,96","96,206,197","102,27,122","170,170,170",,0,,0,,0,,0,,0
36462,"25,197,106","139,0,148","51,30,30","255,167,0","170,170,170",,0,,0,,0,,0,,0
36463,"253,5,55","236,171,171","237,255,143","255,186,151","162,96,50",,0,,0,,0,,0,,0
36464,"255,201,0","231,195,224","42,46,64","131,162,126","17,29,19",,0,,0,,0,,0,,0
36465,"51,139,213","75,97,120","114,80,80","62,101,183","199,81,142",,0,,0,,0,,0,,0
36466,"0,15,0","60,135,219","242,217,237","239,198,155","15,69,57",,0,,0,,0,,0,,0
36467,"255,201,0","175,176,111","129,116,116","184,66,179","162,240,25",,0,,0,,0,,0,,0
36468,"211,75,45","0,175,180","251,247,159","211,211,211","77,77,77",,0,,0,,0,,0,,0
36469,"255,188,0","56,58,59","122,174,141","0,184,255","0,15,255",,0,,0,,0,,0,,0
36470,"217,73,41","255,150,0","114,42,42","143,255,224","111,60,211",,0,,0,,0,,0,,0
36471,"224,212,186","255,219,0","178,113,139","115,153,154","255,162,0",,0,,0,,0,,0,,0
36472,"45,63,129","16,74,118","215,135,61","255,192,96","190,251,83",,0,,0,,0,,0,,0
36473,"16,21,67","122,12,45","135,103,55","0,5,85","20,89,18",,0,,0,,0,,0,,0
36474,"0,255,56","164,201,153","116,131,128","0,3,111","255,87,87",,0,,0,,0,,0,,0
36475,"233,164,131","85,22,101","255,199,27","194,74,40","244,215,186",,0,,0,,0,,0,,0
36476,"160,182,120","192,159,128","221,156,0","118,74,74","157,186,183",,0,,0,,0,,0,,0
36477,"115,160,127","192,159,128","44,101,96","192,255,209","255,246,162",,0,,0,,0,,0,,0
36478,"215,169,180","215,8,8","184,160,160","163,238,228","206,167,190",,0,,0,,0,,0,,0
36479,"235,184,119","192,159,128","114,200,225","95,111,111","203,221,171",,0,,0,,0,,0,,0
36480,"237,209,187","192,159,128","227,41,41","131,150,221","255,0,244",,0,,0,,0,,0,,0
36481,"0,15,189","192,159,128","202,255,181","252,253,203","214,198,132",,0,,0,,0,,0,,0
36482,"0,12,175","192,159,128","231,73,73","192,0,0","184,215,237",,0,,0,,0,,0,,0
36483,"0,15,172","245,245,245","236,140,144","246,216,218","214,0,255",,0,,0,,0,,0,,0
36484,"217,13,17","192,159,128","200,248,255","18,101,172","0,15,255",,0,,0,,0,,0,,0
36485,"177,198,142","32,0,84","118,64,64","60,201,141","0,15,255",,0,,0,,0,,0,,0
36486,"215,197,221","223,223,223","255,95,120","192,255,190","0,15,255",,0,,0,,0,,0,,0
36487,"7,155,227","255,243,234","255,220,166","213,46,89","211,159,211",,0,,0,,0,,0,,0
36488,"217,165,203","255,180,180","88,26,105","248,215,66","78,100,122",,0,,0,,0,,0,,0
36489,"236,190,0","250,238,221","170,240,240","0,141,255","0,15,255",,0,,0,,0,,0,,0
36490,"0,0,0","239,132,100","161,45,26","255,0,141","0,15,255",,0,,0,,0,,0,,0
36491,"188,189,255","162,101,145","66,190,195","68,179,164","0,15,255",,0,,0,,0,,0,,0
36492,"216,225,67","136,191,188","255,154,102","0,167,204","0,15,255",,0,,0,,0,,0,,0
36493,"109,62,62","210,217,149","0,15,255","20,5,118","0,15,255",,0,,0,,0,,0,,0
36494,"251,12,253","184,201,209","251,184,246","216,186,25","0,15,255",,0,,0,,0,,0,,0
36495,"28,129,223","222,79,65","132,214,68","184,148,37","0,15,255",,0,,0,,0,,0,,0
36496,"60,210,0","131,145,96","255,59,59","84,105,104","0,15,255",,0,,0,,0,,0,,0
36497,"255,13,0","74,91,145","199,14,50","246,206,130","70,70,190",,0,,0,,0,,0,,0
36498,"233,146,159","165,153,173","251,81,22","86,33,75","173,173,125",,0,,0,,0,,0,,0
36499,"20,29,58","240,194,179","4,34,49","73,21,4","109,101,117",,0,,0,,0,,0,,0
36500,"150,0,255","255,228,225","0,15,255","221,204,135","156,140,125",,0,,0,,0,,0,,0
36501,"126,140,180","14,22,79","0,15,255","62,79,125","53,53,70",,0,,0,,0,,0,,0
36502,"0,2,240","161,72,223","0,15,255","99,118,84","0,170,214",,0,,0,,0,,0,,0
36503,"0,184,255","34,182,149","248,255,255","205,205,205","0,15,255",,0,,0,,0,,0,,0
36504,"0,15,0","194,91,174","170,178,40","110,109,117","170,132,98",,0,,0,,0,,0,,0
36505,"111,35,35","132,255,177","159,158,158","164,169,173","0,15,255",,0,,0,,0,,0,,0
36506,"155,221,145","194,239,242","238,191,119","0,15,255","0,15,255",,0,,0,,0,,0,,0
36507,"191,29,29","4,182,144","233,151,157","0,15,255","0,15,255",,0,,0,,0,,0,,0
36508,"161,43,43","60,146,171","33,150,243","0,15,255","0,15,255",,0,,0,,0,,0,,0
36509,"106,40,126","255,200,116","234,125,152","0,15,255","0,15,255",,0,,0,,0,,0,,0
36510,"221,13,13","206,52,91","174,132,33","0,127,85","44,48,59",,0,,0,,0,,0,,0
36511,"12,9,10","186,204,96","41,32,24","0,15,255","44,109,51",,0,,0,,0,,0,,0
36512,"0,129,201","191,156,91","249,208,37","0,15,255","255,68,5",,0,,0,,0,,0,,0
36513,"246,189,212","67,171,174","120,132,225","0,15,255","25,102,114",,0,,0,,0,,0,,0
36514,"233,30,99","91,62,219","226,210,246","0,15,255","0,0,0",,0,,0,,0,,0,,0
36515,"233,30,99","171,228,255","0,0,0","167,177,183","223,154,10",,0,,0,,0,,0,,0
36516,"219,143,0","122,204,255","120,103,108","0,15,255","83,128,42",,0,,0,,0,,0,,0
36517,"75,44,25","178,128,242","218,120,79","0,15,255","181,149,251",,0,,0,,0,,0,,0
36518,"244,235,219","255,251,150","19,150,97","0,15,255","161,231,5",,0,,0,,0,,0,,0
36519,"244,235,219","0,0,0","29,94,27","0,15,255","255,183,248",,0,,0,,0,,0,,0
36520,"65,109,45","122,138,255","113,212,90","187,187,187","0,0,0",,0,,0,,0,,0,,0
36521,"159,50,54","32,32,32","101,195,253","232,153,213","110,178,141",,0,,0,,0,,0,,0
36522,"65,109,45","206,112,84","66,33,6","39,9,9","122,127,128",,0,,0,,0,,0,,0
36523,"64,62,62","202,162,110","58,9,9","0,15,255","0,148,119",,0,,0,,0,,0,,0
36524,"223,8,8","216,107,107","137,232,253","163,161,161","226,240,5",,0,,0,,0,,0,,0
36525,"169,199,170","198,234,233","255,170,149","41,141,156","103,0,0",,0,,0,,0,,0,,0
36526,"107,139,208","76,0,77","75,15,66","209,15,39","0,35,109",,0,,0,,0,,0,,0
36527,"212,88,126","76,0,77","17,78,96","10,15,44","9,137,0",,0,,0,,0,,0,,0
36528,"66,126,142","0,15,255","81,16,16","36,22,0","255,189,0",,0,,0,,0,,0,,0
36529,"0,36,72","25,25,105","28,28,27","201,180,159","165,211,224",,0,,0,,0,,0,,0
36530,"255,103,103","252,255,0","133,125,107","126,94,73","139,148,113",,0,,0,,0,,0,,0
36531,"0,15,255","250,41,41","22,81,32","197,120,120","159,141,115",,0,,0,,0,,0,,0
36532,"65,212,201","163,158,158","133,93,32","179,223,202","230,153,23",,0,,0,,0,,0,,0
36533,"169,60,60","153,7,255","52,152,219","112,90,92","105,96,122",,0,,0,,0,,0,,0
36534,"62,64,161","32,107,9","255,0,132","229,226,197","30,6,6",,0,,0,,0,,0,,0
36535,"56,181,168","74,156,46","203,32,39","218,162,77","41,41,101",,0,,0,,0,,0,,0
36536,"133,98,75","217,198,198","221,75,57","45,174,26","107,137,148",,0,,0,,0,,0,,0
36537,"169,196,231","105,157,201","141,106,125","0,5,77","235,189,215",,0,,0,,0,,0,,0
36538,"240,110,0","171,255,196","228,224,177","188,197,189","33,33,33",,0,,0,,0,,0,,0
36539,"154,225,229","223,219,131","201,201,201","249,84,1","183,13,242",,0,,0,,0,,0,,0
36540,"251,196,110","228,238,160","64,62,148","255,239,0","72,45,20",,0,,0,,0,,0,,0
36541,"184,210,130","54,38,110","171,147,83","227,71,145","72,72,72",,0,,0,,0,,0,,0
36542,"45,23,6","148,250,255","94,145,137","96,78,111","52,98,138",,0,,0,,0,,0,,0
36543,"195,47,29","217,171,218","58,4,26","91,191,206","213,149,39",,0,,0,,0,,0,,0
36544,"118,50,63","123,149,171","246,197,99","207,79,156","23,23,46",,0,,0,,0,,0,,0
36545,"0,64,26","210,201,109","152,169,93","242,222,192","52,40,19",,0,,0,,0,,0,,0
36546,"237,22,81","157,153,214","255,138,138","255,241,241","102,87,90",,0,,0,,0,,0,,0
36547,"0,152,93","0,223,255","143,150,246","3,2,19","0,15,255",,0,,0,,0,,0,,0
36548,"166,185,183","45,153,142","165,99,99","204,172,186","47,119,168",,0,,0,,0,,0,,0
36549,"204,226,248","235,200,96","45,17,5","197,53,170","0,255,166",,0,,0,,0,,0,,0
36550,"0,0,128","255,78,141","87,184,148","223,171,90","187,121,207",,0,,0,,0,,0,,0
36551,"77,196,226","57,56,82","220,219,215","24,140,117","44,77,159",,0,,0,,0,,0,,0
36552,"255,184,10","57,56,82","28,22,109","17,15,115","184,67,67",,0,,0,,0,,0,,0
36553,"44,45,45","205,254,255","255,211,181","0,69,41","189,0,255",,0,,0,,0,,0,,0
36554,"0,15,255","57,56,82","255,132,124","156,141,47","153,111,37",,0,,0,,0,,0,,0
36555,"165,230,236","58,95,177","232,23,93","216,231,101","0,15,220",,0,,0,,0,,0,,0
36556,"65,246,233","253,199,72","69,173,168","131,214,168","161,163,161",,0,,0,,0,,0,,0
36557,"255,123,0","153,217,234","47,105,141","250,255,180","101,82,82",,0,,0,,0,,0,,0
36558,"0,15,255","22,43,41","0,12,201","180,186,100","34,0,26",,0,,0,,0,,0,,0
36559,"0,15,255","144,35,6","99,61,14","59,93,160","255,249,123",,0,,0,,0,,0,,0
36560,"0,15,255","160,183,224","68,153,171","72,115,69","0,15,255",,0,,0,,0,,0,,0
36561,"238,238,238","163,73,164","67,32,79","231,101,214","51,6,27",,0,,0,,0,,0,,0
36562,"204,231,172","21,94,10","50,62,62","244,147,31","230,230,230",,0,,0,,0,,0,,0
36563,"163,193,163","240,33,33","216,203,123","2,122,164","170,170,170",,0,,0,,0,,0,,0
36564,"126,161,165","228,255,85","184,44,48","44,25,19","255,191,0",,0,,0,,0,,0,,0
36565,"255,242,163","0,38,176","0,1,17","100,119,126","42,54,74",,0,,0,,0,,0,,0
36566,"137,57,46","169,135,178","0,15,255","136,81,89","0,0,0",,0,,0,,0,,0,,0
36567,"255,236,239","229,229,229","93,93,93","127,229,186","170,170,170",,0,,0,,0,,0,,0
36568,"84,84,135","212,184,69","3,33,73","205,185,152","240,235,143",,0,,0,,0,,0,,0
36569,"246,245,231","161,93,93","85,157,167","234,181,227","238,223,204",,0,,0,,0,,0,,0
36570,"229,109,109","0,9,0","0,110,153","82,174,65","228,221,215",,0,,0,,0,,0,,0
36571,"68,164,242","251,110,110","234,241,245","0,15,255","0,47,47",,0,,0,,0,,0,,0
36572,"99,175,174","84,0,0","197,188,188","0,15,255","248,239,240",,0,,0,,0,,0,,0
36573,"89,124,156","188,246,255","136,113,161","200,182,126","250,128,114",,0,,0,,0,,0,,0
36574,"255,255,205","231,0,0","94,0,29","238,227,198","148,8,8",,0,,0,,0,,0,,0
36575,"220,219,217","177,247,231","227,114,34","177,142,93","56,0,6",,0,,0,,0,,0,,0
36576,"184,209,231","177,247,231","16,173,250","140,175,52","156,29,219",,0,,0,,0,,0,,0
36577,"21,22,26","0,0,0","132,157,227","126,94,73","255,250,225",,0,,0,,0,,0,,0
36578,"255,0,154","176,231,188","204,255,173","238,136,122","0,10,17",,0,,0,,0,,0,,0
36579,"184,142,142","103,97,122","111,200,76","0,30,255","0,11,51",,0,,0,,0,,0,,0
36580,"0,15,0","0,255,56","111,200,76","234,206,202","37,92,197",,0,,0,,0,,0,,0
36581,"0,15,255","135,24,24","255,229,94","244,130,140","91,134,224",,0,,0,,0,,0,,0
36582,"0,15,255","129,129,129","111,200,76","0,15,119","41,132,255",,0,,0,,0,,0,,0
36583,"0,15,255","210,54,204","39,95,150","230,126,13","170,170,170",,0,,0,,0,,0,,0
36584,"0,15,255","182,0,112","194,216,237","86,109,171","54,93,12",,0,,0,,0,,0,,0
36585,"0,15,255","255,240,0","33,46,141","0,7,127","252,251,11",,0,,0,,0,,0,,0
36586,"0,15,255","140,105,227","75,220,176","240,202,163","150,135,189",,0,,0,,0,,0,,0
36587,"0,15,0","231,108,46","120,168,212","0,30,255","255,141,0",,0,,0,,0,,0,,0
36588,"238,238,238","129,35,35","0,0,0","172,179,234","169,107,30",,0,,0,,0,,0,,0
36589,"57,19,0","0,63,120","255,181,196","11,139,203","174,17,65",,0,,0,,0,,0,,0
36590,"24,30,16","165,120,255","227,205,133","210,39,131","2,93,101",,0,,0,,0,,0,,0
36591,"124,205,212","180,171,199","146,104,41","0,255,236","0,6,246",,0,,0,,0,,0,,0
36592,"255,165,0","253,197,0","255,241,228","5,39,13","0,0,3",,0,,0,,0,,0,,0
36593,"214,188,33","244,199,162","247,236,180","175,82,18","61,15,51",,0,,0,,0,,0,,0
36594,"0,0,0","0,15,0","202,182,232","56,0,67","222,79,130",,0,,0,,0,,0,,0
36595,"195,139,32","235,200,96","32,35,38","4,41,27","8,40,109",,0,,0,,0,,0,,0
36596,"111,111,44","100,162,95","30,9,18","14,89,73","144,198,229",,0,,0,,0,,0,,0
36597,"161,26,26","82,2,118","98,122,131","255,196,196","182,247,255",,0,,0,,0,,0,,0
36598,"221,191,66","103,240,219","201,159,94","250,255,0","170,170,170",,0,,0,,0,,0,,0
36599,"37,89,137","0,12,204","133,154,224","145,160,201","94,238,251",,0,,0,,0,,0,,0
36600,"111,34,34","216,201,163","104,114,118","55,58,61","12,96,90",,0,,0,,0,,0,,0
36601,"74,21,88","176,255,0","161,89,26","195,176,116","39,35,1",,0,,0,,0,,0,,0
36602,"0,0,0","255,228,177","86,82,80","45,28,6","75,41,61",,0,,0,,0,,0,,0
36603,"0,0,0","214,84,122","100,149,237","86,31,67","13,0,94",,0,,0,,0,,0,,0
36604,"17,66,20","86,139,85","250,129,47","198,150,136","0,10,170",,0,,0,,0,,0,,0
36605,"163,137,57","103,184,104","93,141,59","206,128,135","30,39,64",,0,,0,,0,,0,,0
36606,"0,0,0","15,4,55","0,208,140","154,84,27","71,180,117",,0,,0,,0,,0,,0
36607,"223,57,57","196,203,255","165,128,128","101,2,37","113,115,255",,0,,0,,0,,0,,0
36608,"234,229,229","0,3,19","234,224,13","10,36,126","167,124,124",,0,,0,,0,,0,,0
36609,"207,208,92","234,56,56","0,14,221","152,95,36","221,110,116",,0,,0,,0,,0,,0
36610,"54,134,244","56,146,125","0,15,192","254,111,255","0,14,238",,0,,0,,0,,0,,0
36611,"237,139,69","49,17,41","97,137,133","70,103,133","139,52,14",,0,,0,,0,,0,,0
36612,"252,238,33","139,92,92","73,71,68","26,23,23","237,233,206",,0,,0,,0,,0,,0
36613,"247,187,29","71,86,129","237,139,3","244,228,190","15,78,116",,0,,0,,0,,0,,0
36614,"19,145,19","227,25,55","204,120,50","255,213,163","62,110,129",,0,,0,,0,,0,,0
36615,"120,197,255","19,116,88","74,166,171","246,216,121","146,110,216",,0,,0,,0,,0,,0
36616,"255,202,156","153,130,84","127,229,186","188,145,225","232,199,238",,0,,0,,0,,0,,0
36617,"7,96,3","176,183,188","190,122,62","90,47,47","161,82,38",,0,,0,,0,,0,,0
36618,"21,1,1","243,244,215","209,209,209","183,234,123","21,30,90",,0,,0,,0,,0,,0
36619,"253,97,52","35,39,255","0,199,185","166,76,166","0,0,0",,0,,0,,0,,0,,0
36620,"102,23,204","246,167,167","255,72,0","75,7,133","63,255,86",,0,,0,,0,,0,,0
36621,"108,55,82","216,166,72","180,223,55","186,140,27","54,45,230",,0,,0,,0,,0,,0
36622,"0,14,148","0,64,64","0,5,85","187,187,187","255,0,231",,0,,0,,0,,0,,0
36623,"135,174,135","218,207,255","213,120,101","220,208,192","64,15,47",,0,,0,,0,,0,,0
36624,"222,213,195","255,213,213","20,45,99","184,187,168","255,193,0",,0,,0,,0,,0,,0
36625,"245,189,61","238,206,95","255,253,253","245,116,15","56,185,189",,0,,0,,0,,0,,0
36626,"0,111,185","102,106,106","227,195,169","226,147,108","120,26,26",,0,,0,,0,,0,,0
36627,"250,247,242","253,204,83","46,94,34","97,72,68","0,3,51",,0,,0,,0,,0,,0
36628,"241,231,221","17,203,127","255,211,29","230,196,159","47,186,34",,0,,0,,0,,0,,0
36629,"52,95,114","113,225,145","59,81,192","200,148,152","255,0,231",,0,,0,,0,,0,,0
36630,"153,148,143","167,189,203","10,56,113","0,43,108","184,184,184",,0,,0,,0,,0,,0
36631,"248,248,248","225,176,156","86,32,32","178,186,43","249,154,9",,0,,0,,0,,0,,0
36632,"0,150,151","103,0,0","6,211,161","176,106,98","255,193,0",,0,,0,,0,,0,,0
36633,"87,50,87","126,153,170","7,119,144","251,219,160","50,192,204",,0,,0,,0,,0,,0
36634,"163,39,41","139,34,82","219,17,58","141,134,128","246,246,166",,0,,0,,0,,0,,0
36635,"76,180,233","182,206,235","69,69,69","81,131,153","56,48,16",,0,,0,,0,,0,,0
36636,"97,63,51","241,202,133","255,255,240","120,163,136","242,174,174",,0,,0,,0,,0,,0
36637,"170,129,251","62,48,47","55,34,31","60,61,64","9,47,0",,0,,0,,0,,0,,0
36638,"55,79,81","242,184,194","0,9,207","11,125,141","44,7,92",,0,,0,,0,,0,,0
36639,"72,107,191","76,171,155","112,112,20","64,38,81","14,45,13",,0,,0,,0,,0,,0
36640,"136,101,147","0,133,255","22,44,92","4,8,69","249,255,160",,0,,0,,0,,0,,0
36641,"255,25,25","161,176,166","140,237,0","184,137,159","38,22,141",,0,,0,,0,,0,,0
36642,"238,238,238","111,0,255","204,204,204","84,76,78","255,167,0",,0,,0,,0,,0,,0
36643,"231,238,230","255,0,90","204,204,204","136,47,167","124,255,0",,0,,0,,0,,0,,0
36644,"0,15,0","236,0,0","204,204,204","255,186,245","84,84,84",,0,,0,,0,,0,,0
36645,"45,139,201","5,56,0","204,204,204","19,26,79","241,168,255",,0,,0,,0,,0,,0
36646,"0,15,255","3,52,11","204,204,204","23,41,88","140,110,32",,0,,0,,0,,0,,0
36647,"253,255,0","221,221,221","204,204,204","71,6,101","63,78,107",,0,,0,,0,,0,,0
36648,"154,255,76","197,178,147","204,204,204","19,107,65","80,255,0",,0,,0,,0,,0,,0
36649,"255,209,121","96,129,141","204,204,204","101,28,31","68,6,6",,0,,0,,0,,0,,0
36650,"219,99,0","255,229,165","204,204,204","180,87,36","140,130,11",,0,,0,,0,,0,,0
36651,"0,0,0","0,97,156","204,204,204","158,48,208","123,109,93",,0,,0,,0,,0,,0
36652,"0,0,0","0,126,72","204,204,204","79,27,18","0,246,255",,0,,0,,0,,0,,0
36653,"242,239,239","128,0,64","204,204,204","58,191,54","3,116,126",,0,,0,,0,,0,,0
36654,"0,15,255","64,64,64","43,151,190","85,129,92","255,0,155",,0,,0,,0,,0,,0
36655,"156,229,251","64,224,208","98,156,253","193,126,71","43,141,50",,0,,0,,0,,0,,0
36656,"227,138,36","251,212,171","249,241,222","19,105,85","13,3,17",,0,,0,,0,,0,,0
36657,"255,255,235","255,78,248","249,241,222","169,60,0","0,0,0",,0,,0,,0,,0,,0
36658,"247,201,204","14,0,105","204,204,204","26,14,105","31,158,253",,0,,0,,0,,0,,0
36659,"160,5,58","139,0,0","90,169,171","254,80,6","70,54,86",,0,,0,,0,,0,,0
36660,"255,206,10","255,174,251","64,150,220","128,229,88","0,15,255",,0,,0,,0,,0,,0
36661,"255,167,43","206,43,55","252,223,34","14,0,103","239,111,108",,0,,0,,0,,0,,0
36662,"62,80,92","183,179,234","183,183,183","80,43,111","202,21,81",,0,,0,,0,,0,,0
36663,"191,145,10","236,110,173","0,184,255","255,185,242","44,61,85",,0,,0,,0,,0,,0
36664,"249,178,156","141,113,113","240,24,11","10,8,19","157,145,163",,0,,0,,0,,0,,0
36665,"21,225,14","152,123,71","11,149,201","66,48,48","225,111,111",,0,,0,,0,,0,,0
36666,"73,110,46","255,130,171","63,0,118","187,187,187","252,220,77",,0,,0,,0,,0,,0
36667,"232,162,49","240,216,72","186,223,251","0,10,170","112,175,196",,0,,0,,0,,0,,0
36668,"8,11,13","11,11,11","32,189,185","95,177,113","229,235,234",,0,,0,,0,,0,,0
36669,"0,64,64","233,255,120","29,29,81","234,145,55","242,139,30",,0,,0,,0,,0,,0
36670,"223,145,169","176,221,227","35,34,40","234,217,117","185,255,104",,0,,0,,0,,0,,0
36671,"120,191,161","156,193,171","197,230,208","93,249,119","146,57,47",,0,,0,,0,,0,,0
36672,"0,15,255","89,133,103","255,223,123","34,120,40","229,183,255",,0,,0,,0,,0,,0
36673,"228,249,253","126,92,150","255,222,63","146,53,2","17,2,36",,0,,0,,0,,0,,0
36674,"0,15,0","221,221,221","33,22,37","76,165,86","171,122,180",,0,,0,,0,,0,,0
36675,"243,252,252","11,8,8","201,192,231","84,29,88","22,63,17",,0,,0,,0,,0,,0
36676,"186,231,226","139,126,102","175,62,32","44,135,91","228,221,210",,0,,0,,0,,0,,0
36677,"213,162,131","56,50,40","201,178,47","213,119,255","66,37,1",,0,,0,,0,,0,,0
36678,"117,85,28","119,133,107","192,178,131","16,38,99","170,170,170",,0,,0,,0,,0,,0
36679,"141,56,85","35,37,51","39,116,53","165,66,161","23,4,47",,0,,0,,0,,0,,0
36680,"238,238,238","46,33,51","225,225,177","0,30,36","180,151,213",,0,,0,,0,,0,,0
36681,"27,63,55","34,25,17","166,253,255","1,167,138","243,242,140",,0,,0,,0,,0,,0
36682,"187,183,172","148,126,104","244,233,206","43,18,1","242,169,78",,0,,0,,0,,0,,0
36683,"247,196,229","244,0,222","6,47,79","56,27,37","152,211,237",,0,,0,,0,,0,,0
36684,"75,8,138","232,255,0","239,255,101","28,54,107","131,130,130",,0,,0,,0,,0,,0
36685,"215,140,211","82,32,41","102,185,191","11,0,47","132,188,226",,0,,0,,0,,0,,0
36686,"210,231,200","73,43,13","73,39,74","28,77,107","0,246,253",,0,,0,,0,,0,,0
36687,"59,53,88","53,255,87","146,146,146","24,165,251","226,224,219",,0,,0,,0,,0,,0
36688,"240,169,169","123,238,154","125,158,159","193,238,67","32,195,208",,0,,0,,0,,0,,0
36689,"237,238,219","245,14,240","122,64,68","205,221,157","230,137,186",,0,,0,,0,,0,,0
36690,"227,220,225","174,30,102","96,57,57","217,217,217","204,61,61",,0,,0,,0,,0,,0
36691,"244,223,223","93,202,255","179,242,129","137,69,124","96,0,0",,0,,0,,0,,0,,0
36692,"238,213,213","176,231,194","187,204,222","60,19,56","56,20,84",,0,,0,,0,,0,,0
36693,"46,80,150","26,26,26","122,41,121","23,11,39","17,11,34",,0,,0,,0,,0,,0
36694,"0,0,2","140,63,195","236,35,35","231,241,250","0,0,0",,0,,0,,0,,0,,0
36695,"0,15,0","236,179,179","78,144,109","231,241,250","245,214,191",,0,,0,,0,,0,,0
36696,"117,186,167","208,0,84","0,15,255","96,63,75","237,138,190",,0,,0,,0,,0,,0
36697,"0,139,36","124,187,0","150,219,168","85,112,118","90,153,154",,0,,0,,0,,0,,0
36698,"249,7,214","52,168,83","80,154,255","160,170,249","15,10,54",,0,,0,,0,,0,,0
36699,"130,51,72","104,32,167","255,218,130","30,73,45","31,9,44",,0,,0,,0,,0,,0
36700,"250,219,216","0,205,205","212,202,202","87,145,189","0,15,255",,0,,0,,0,,0,,0
36701,"255,251,226","159,150,145","156,39,0","231,241,250","136,134,134",,0,,0,,0,,0,,0
36702,"204,246,255","0,255,236","96,159,145","77,184,255","18,97,90",,0,,0,,0,,0,,0
36703,"204,251,236","0,15,255","229,191,178","9,28,105","131,125,155",,0,,0,,0,,0,,0
36704,"205,240,240","255,125,60","205,102,225","162,170,216","12,11,11",,0,,0,,0,,0,,0
